starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 10 00:21:47 2024	1712708507	2	130	132	114
Wed Apr 10 00:22:02 2024	1712708522	0	132	132	121
Wed Apr 10 00:21:47 2024	1712708507	0	132	133	120
Wed Apr 10 00:22:02 2024	1712708522	0	133	133	122
Wed Apr 10 00:22:02 2024	1712708522	0	133	133	121
Wed Apr 10 00:21:47 2024	1712708507	2	130	133	118
Wed Apr 10 00:21:47 2024	1712708507	0	133	133	121
Wed Apr 10 00:21:47 2024	1712708507	0	133	133	118
Wed Apr 10 00:22:02 2024	1712708522	0	133	133	122
Wed Apr 10 00:22:02 2024	1712708522	0	134	134	122
Wed Apr 10 00:22:02 2024	1712708522	0	134	134	122
Wed Apr 10 00:22:02 2024	1712708522	0	134	134	122
Wed Apr 10 00:21:47 2024	1712708507	0	134	134	121
Wed Apr 10 00:22:02 2024	1712708522	0	134	134	121
Wed Apr 10 00:21:47 2024	1712708507	2	132	134	121
Wed Apr 10 00:21:47 2024	1712708507	0	134	134	121
Wed Apr 10 00:22:02 2024	1712708522	0	134	134	123
Wed Apr 10 00:22:02 2024	1712708522	0	134	134	124
Wed Apr 10 00:21:47 2024	1712708507	2	132	134	120
Wed Apr 10 00:22:02 2024	1712708522	0	135	135	123
Wed Apr 10 00:22:02 2024	1712708522	0	135	135	124
Wed Apr 10 00:22:02 2024	1712708522	0	135	135	123
Wed Apr 10 00:21:47 2024	1712708507	0	135	135	123
Wed Apr 10 00:22:02 2024	1712708522	0	135	135	124
Wed Apr 10 00:22:02 2024	1712708522	0	135	135	125
Wed Apr 10 00:22:02 2024	1712708522	0	135	135	120
Wed Apr 10 00:22:02 2024	1712708522	0	135	136	123
Wed Apr 10 00:22:02 2024	1712708522	0	136	136	124
Wed Apr 10 00:22:02 2024	1712708522	0	136	136	123
Wed Apr 10 00:22:02 2024	1712708522	0	136	136	123
Wed Apr 10 00:22:02 2024	1712708522	0	136	137	126
Wed Apr 10 00:22:02 2024	1712708522	0	137	137	126
Wed Apr 10 00:22:02 2024	1712708522	0	137	137	125
Wed Apr 10 00:22:02 2024	1712708522	0	137	137	126
Wed Apr 10 00:22:02 2024	1712708522	0	137	137	125
Wed Apr 10 00:22:02 2024	1712708522	0	137	137	125
Wed Apr 10 00:21:47 2024	1712708507	2	135	137	124
Wed Apr 10 00:22:02 2024	1712708522	0	137	137	123
Wed Apr 10 00:22:02 2024	1712708522	0	137	137	126
Wed Apr 10 00:21:47 2024	1712708507	0	137	138	126
Wed Apr 10 00:22:02 2024	1712708522	0	137	138	126
Wed Apr 10 00:21:47 2024	1712708507	0	138	138	125
Wed Apr 10 00:21:47 2024	1712708507	2	136	138	122
Wed Apr 10 00:21:47 2024	1712708507	0	138	138	123
Wed Apr 10 00:22:02 2024	1712708522	0	138	138	125
Wed Apr 10 00:21:59 2024	1712708519	0	138	138	127
Wed Apr 10 00:22:02 2024	1712708522	0	138	138	126
Wed Apr 10 00:22:02 2024	1712708522	0	138	138	126
Wed Apr 10 00:22:02 2024	1712708522	0	139	139	127
Wed Apr 10 00:22:02 2024	1712708522	0	139	139	125
Wed Apr 10 00:22:02 2024	1712708522	0	139	139	127
Wed Apr 10 00:21:47 2024	1712708507	0	139	139	128
Wed Apr 10 00:21:47 2024	1712708507	0	139	139	128
Wed Apr 10 00:21:55 2024	1712708515	0	139	139	127
Wed Apr 10 00:21:47 2024	1712708507	2	137	139	125
Wed Apr 10 00:22:00 2024	1712708520	0	139	139	129
Wed Apr 10 00:21:47 2024	1712708507	2	137	139	126
Wed Apr 10 00:21:48 2024	1712708508	0	139	139	129
Wed Apr 10 00:22:02 2024	1712708522	0	139	139	128
Wed Apr 10 00:22:02 2024	1712708522	0	139	139	127
Wed Apr 10 00:21:47 2024	1712708507	0	139	139	128
Wed Apr 10 00:22:02 2024	1712708522	0	140	140	127
Wed Apr 10 00:22:02 2024	1712708522	0	140	140	127
Wed Apr 10 00:21:59 2024	1712708519	0	139	140	128
Wed Apr 10 00:22:02 2024	1712708522	0	140	140	129
Wed Apr 10 00:21:59 2024	1712708519	0	140	140	129
Wed Apr 10 00:22:02 2024	1712708522	0	140	140	129
Wed Apr 10 00:21:48 2024	1712708508	0	140	140	129
Wed Apr 10 00:22:02 2024	1712708522	0	140	140	129
Wed Apr 10 00:22:02 2024	1712708522	0	140	140	128
Wed Apr 10 00:22:02 2024	1712708522	0	140	140	127
Wed Apr 10 00:21:52 2024	1712708512	0	140	140	129
Wed Apr 10 00:21:50 2024	1712708510	0	140	140	129
Wed Apr 10 00:21:50 2024	1712708510	0	140	140	128
Wed Apr 10 00:22:02 2024	1712708522	0	140	140	129
Wed Apr 10 00:22:00 2024	1712708520	0	140	140	130
Wed Apr 10 00:21:55 2024	1712708515	0	140	140	130
Wed Apr 10 00:22:02 2024	1712708522	0	140	140	129
Wed Apr 10 00:21:51 2024	1712708511	0	140	140	129
Wed Apr 10 00:22:02 2024	1712708522	0	140	140	127
Wed Apr 10 00:21:47 2024	1712708507	0	140	140	129
Wed Apr 10 00:21:51 2024	1712708511	0	140	140	130
Wed Apr 10 00:21:52 2024	1712708512	0	140	140	130
Wed Apr 10 00:21:50 2024	1712708510	0	140	141	128
Wed Apr 10 00:22:00 2024	1712708520	0	141	141	130
Wed Apr 10 00:21:47 2024	1712708507	0	141	141	127
Wed Apr 10 00:21:59 2024	1712708519	0	141	141	129
Wed Apr 10 00:22:02 2024	1712708522	0	141	141	126
Wed Apr 10 00:22:02 2024	1712708522	0	141	141	130
Wed Apr 10 00:21:59 2024	1712708519	0	141	141	129
Wed Apr 10 00:22:00 2024	1712708520	0	141	141	127
Wed Apr 10 00:21:47 2024	1712708507	0	141	141	130
Wed Apr 10 00:21:59 2024	1712708519	0	141	141	130
Wed Apr 10 00:21:47 2024	1712708507	2	139	141	127
Wed Apr 10 00:22:01 2024	1712708521	0	141	141	130
Wed Apr 10 00:22:02 2024	1712708522	0	141	141	127
Wed Apr 10 00:21:50 2024	1712708510	0	141	141	131
Wed Apr 10 00:21:47 2024	1712708507	0	141	141	126
Wed Apr 10 00:22:02 2024	1712708522	0	141	141	129
Wed Apr 10 00:21:48 2024	1712708508	0	141	141	129
Wed Apr 10 00:21:50 2024	1712708510	0	141	141	130
Wed Apr 10 00:21:48 2024	1712708508	0	141	141	129
Wed Apr 10 00:21:51 2024	1712708511	0	141	141	131
Wed Apr 10 00:22:00 2024	1712708520	0	141	141	130
Wed Apr 10 00:21:55 2024	1712708515	0	141	141	131
Wed Apr 10 00:21:59 2024	1712708519	0	141	141	130
Wed Apr 10 00:22:02 2024	1712708522	0	141	141	131
Wed Apr 10 00:21:55 2024	1712708515	0	141	141	130
Wed Apr 10 00:22:01 2024	1712708521	0	141	141	130
Wed Apr 10 00:21:49 2024	1712708509	0	141	141	130
Wed Apr 10 00:21:51 2024	1712708511	0	141	141	131
Wed Apr 10 00:21:55 2024	1712708515	0	141	141	129
Wed Apr 10 00:22:00 2024	1712708520	0	141	141	129
Wed Apr 10 00:21:55 2024	1712708515	0	141	141	130
Wed Apr 10 00:22:02 2024	1712708522	0	141	141	129
Wed Apr 10 00:22:00 2024	1712708520	0	141	141	131
Wed Apr 10 00:21:56 2024	1712708516	0	141	142	131
Wed Apr 10 00:22:02 2024	1712708522	0	141	142	128
Wed Apr 10 00:21:57 2024	1712708517	0	142	142	131
Wed Apr 10 00:21:55 2024	1712708515	0	142	142	130
Wed Apr 10 00:22:02 2024	1712708522	0	142	142	130
Wed Apr 10 00:21:59 2024	1712708519	0	142	142	130
Wed Apr 10 00:21:57 2024	1712708517	0	142	142	131
Wed Apr 10 00:22:02 2024	1712708522	0	142	142	129
Wed Apr 10 00:21:55 2024	1712708515	0	142	142	131
Wed Apr 10 00:21:59 2024	1712708519	0	142	142	131
Wed Apr 10 00:22:02 2024	1712708522	0	142	142	131
Wed Apr 10 00:21:51 2024	1712708511	0	142	142	130
Wed Apr 10 00:22:01 2024	1712708521	0	142	142	130
Wed Apr 10 00:21:50 2024	1712708510	0	142	142	131
Wed Apr 10 00:21:55 2024	1712708515	0	142	142	129
Wed Apr 10 00:21:57 2024	1712708517	0	142	142	130
Wed Apr 10 00:22:00 2024	1712708520	0	142	142	130
Wed Apr 10 00:22:02 2024	1712708522	0	142	142	130
Wed Apr 10 00:21:55 2024	1712708515	0	142	142	130
Wed Apr 10 00:21:59 2024	1712708519	0	142	142	129
Wed Apr 10 00:21:49 2024	1712708509	0	142	142	130
Wed Apr 10 00:21:54 2024	1712708514	0	142	142	131
Wed Apr 10 00:21:55 2024	1712708515	0	142	142	131
Wed Apr 10 00:21:59 2024	1712708519	0	142	142	130
Wed Apr 10 00:21:52 2024	1712708512	0	142	142	131
Wed Apr 10 00:21:47 2024	1712708507	0	142	142	130
Wed Apr 10 00:21:55 2024	1712708515	0	142	142	130
Wed Apr 10 00:21:51 2024	1712708511	0	142	142	131
Wed Apr 10 00:21:57 2024	1712708517	0	142	142	131
Wed Apr 10 00:21:59 2024	1712708519	0	142	142	130
Wed Apr 10 00:21:48 2024	1712708508	0	142	142	129
Wed Apr 10 00:21:48 2024	1712708508	0	142	142	129
Wed Apr 10 00:21:57 2024	1712708517	0	142	142	131
Wed Apr 10 00:22:02 2024	1712708522	0	142	142	131
Wed Apr 10 00:21:52 2024	1712708512	0	142	142	130
Wed Apr 10 00:21:49 2024	1712708509	0	142	142	131
Wed Apr 10 00:21:50 2024	1712708510	0	142	142	132
Wed Apr 10 00:21:55 2024	1712708515	0	142	142	128
Wed Apr 10 00:21:57 2024	1712708517	0	142	142	130
Wed Apr 10 00:21:52 2024	1712708512	0	142	142	129
Wed Apr 10 00:21:47 2024	1712708507	0	142	142	131
Wed Apr 10 00:21:57 2024	1712708517	0	142	142	131
Wed Apr 10 00:21:47 2024	1712708507	0	142	142	129
Wed Apr 10 00:21:55 2024	1712708515	0	142	142	131
Wed Apr 10 00:22:01 2024	1712708521	0	142	142	131
Wed Apr 10 00:21:57 2024	1712708517	0	142	142	130
Wed Apr 10 00:21:55 2024	1712708515	0	142	142	131
Wed Apr 10 00:22:00 2024	1712708520	0	142	142	131
Wed Apr 10 00:21:52 2024	1712708512	0	142	142	130
Wed Apr 10 00:21:48 2024	1712708508	0	142	142	131
Wed Apr 10 00:21:48 2024	1712708508	0	142	142	131
Wed Apr 10 00:22:02 2024	1712708522	0	142	142	127
Wed Apr 10 00:21:59 2024	1712708519	0	142	142	132
Wed Apr 10 00:21:47 2024	1712708507	0	142	142	131
Wed Apr 10 00:21:49 2024	1712708509	0	142	142	131
Wed Apr 10 00:22:00 2024	1712708520	0	142	142	131
Wed Apr 10 00:21:51 2024	1712708511	0	142	142	132
Wed Apr 10 00:21:47 2024	1712708507	0	142	142	131
Wed Apr 10 00:21:57 2024	1712708517	0	142	142	131
Wed Apr 10 00:21:50 2024	1712708510	0	142	142	130
Wed Apr 10 00:22:01 2024	1712708521	0	142	142	130
Wed Apr 10 00:21:50 2024	1712708510	0	142	142	132
Wed Apr 10 00:21:47 2024	1712708507	0	142	142	131
Wed Apr 10 00:21:57 2024	1712708517	0	142	142	130
Wed Apr 10 00:21:49 2024	1712708509	0	142	142	132
Wed Apr 10 00:21:50 2024	1712708510	0	142	142	132
Wed Apr 10 00:21:48 2024	1712708508	0	142	142	131
Wed Apr 10 00:21:52 2024	1712708512	0	142	142	131
Wed Apr 10 00:22:00 2024	1712708520	0	142	142	132
Wed Apr 10 00:21:55 2024	1712708515	0	142	142	131
Wed Apr 10 00:21:53 2024	1712708513	0	142	142	131
Wed Apr 10 00:21:55 2024	1712708515	0	142	142	130
Wed Apr 10 00:21:47 2024	1712708507	0	142	142	130
Wed Apr 10 00:21:59 2024	1712708519	0	142	142	130
Wed Apr 10 00:21:57 2024	1712708517	0	142	142	131
Wed Apr 10 00:22:02 2024	1712708522	0	142	142	132
Wed Apr 10 00:21:50 2024	1712708510	0	142	142	132
Wed Apr 10 00:21:50 2024	1712708510	0	142	142	132
Wed Apr 10 00:21:47 2024	1712708507	0	142	142	130
Wed Apr 10 00:21:59 2024	1712708519	0	142	143	131
Wed Apr 10 00:21:55 2024	1712708515	0	142	143	128
Wed Apr 10 00:22:00 2024	1712708520	0	142	143	132
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	132
Wed Apr 10 00:21:47 2024	1712708507	2	141	143	128
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	132
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	129
Wed Apr 10 00:21:49 2024	1712708509	0	142	143	131
Wed Apr 10 00:21:49 2024	1712708509	0	143	143	132
Wed Apr 10 00:21:48 2024	1712708508	0	142	143	128
Wed Apr 10 00:21:47 2024	1712708507	0	143	143	130
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	132
Wed Apr 10 00:21:51 2024	1712708511	0	143	143	132
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	129
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	132
Wed Apr 10 00:21:57 2024	1712708517	0	143	143	132
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	132
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	132
Wed Apr 10 00:21:51 2024	1712708511	0	143	143	131
Wed Apr 10 00:21:51 2024	1712708511	0	143	143	131
Wed Apr 10 00:22:00 2024	1712708520	0	143	143	131
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	128
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	131
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	132
Wed Apr 10 00:21:50 2024	1712708510	0	143	143	131
Wed Apr 10 00:22:00 2024	1712708520	0	143	143	132
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	131
Wed Apr 10 00:21:57 2024	1712708517	0	143	143	132
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	130
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	131
Wed Apr 10 00:22:01 2024	1712708521	0	143	143	132
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	131
Wed Apr 10 00:21:52 2024	1712708512	0	143	143	129
Wed Apr 10 00:21:49 2024	1712708509	0	143	143	132
Wed Apr 10 00:21:57 2024	1712708517	0	143	143	132
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	132
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	130
Wed Apr 10 00:21:57 2024	1712708517	0	143	143	130
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	130
Wed Apr 10 00:21:59 2024	1712708519	0	143	143	130
Wed Apr 10 00:21:57 2024	1712708517	0	143	143	131
Wed Apr 10 00:21:50 2024	1712708510	0	143	143	131
Wed Apr 10 00:21:51 2024	1712708511	0	143	143	132
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	130
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	129
Wed Apr 10 00:21:50 2024	1712708510	0	143	143	131
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	131
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	132
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	132
Wed Apr 10 00:22:00 2024	1712708520	0	143	143	130
Wed Apr 10 00:21:59 2024	1712708519	0	143	143	132
Wed Apr 10 00:21:51 2024	1712708511	0	143	143	132
Wed Apr 10 00:21:50 2024	1712708510	0	143	143	131
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	131
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	132
Wed Apr 10 00:22:00 2024	1712708520	0	143	143	132
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	132
Wed Apr 10 00:21:52 2024	1712708512	0	143	143	131
Wed Apr 10 00:21:56 2024	1712708516	0	143	143	133
Wed Apr 10 00:22:01 2024	1712708521	0	143	143	131
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	132
Wed Apr 10 00:21:57 2024	1712708517	0	143	143	132
Wed Apr 10 00:21:47 2024	1712708507	0	143	143	131
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	132
Wed Apr 10 00:21:56 2024	1712708516	0	143	143	133
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	132
Wed Apr 10 00:21:47 2024	1712708507	0	143	143	133
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	131
Wed Apr 10 00:21:59 2024	1712708519	0	143	143	131
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	131
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	133
Wed Apr 10 00:21:52 2024	1712708512	0	143	143	132
Wed Apr 10 00:22:00 2024	1712708520	0	143	143	130
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	131
Wed Apr 10 00:21:59 2024	1712708519	0	143	143	132
Wed Apr 10 00:21:56 2024	1712708516	0	143	143	132
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	132
Wed Apr 10 00:21:57 2024	1712708517	0	143	143	132
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	130
Wed Apr 10 00:21:47 2024	1712708507	0	143	143	128
Wed Apr 10 00:21:52 2024	1712708512	0	143	143	131
Wed Apr 10 00:21:49 2024	1712708509	0	143	143	131
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	132
Wed Apr 10 00:21:47 2024	1712708507	0	143	143	130
Wed Apr 10 00:21:53 2024	1712708513	0	143	143	132
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	128
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	130
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	133
Wed Apr 10 00:21:51 2024	1712708511	0	143	143	132
Wed Apr 10 00:21:57 2024	1712708517	0	143	143	132
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	131
Wed Apr 10 00:21:56 2024	1712708516	0	143	143	131
Wed Apr 10 00:21:56 2024	1712708516	0	143	143	133
Wed Apr 10 00:21:59 2024	1712708519	0	143	143	132
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	131
Wed Apr 10 00:21:47 2024	1712708507	0	143	143	131
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	132
Wed Apr 10 00:21:51 2024	1712708511	0	143	143	132
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	132
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	130
Wed Apr 10 00:21:57 2024	1712708517	0	143	143	133
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	131
Wed Apr 10 00:21:57 2024	1712708517	0	143	143	132
Wed Apr 10 00:21:56 2024	1712708516	0	143	143	133
Wed Apr 10 00:21:49 2024	1712708509	0	143	143	132
Wed Apr 10 00:21:57 2024	1712708517	0	143	143	132
Wed Apr 10 00:21:56 2024	1712708516	0	143	143	132
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	132
Wed Apr 10 00:21:58 2024	1712708518	0	143	143	132
Wed Apr 10 00:21:51 2024	1712708511	0	143	143	133
Wed Apr 10 00:21:59 2024	1712708519	0	143	143	133
Wed Apr 10 00:21:55 2024	1712708515	0	143	143	131
Wed Apr 10 00:21:56 2024	1712708516	0	143	143	133
Wed Apr 10 00:21:49 2024	1712708509	0	143	143	131
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	130
Wed Apr 10 00:22:00 2024	1712708520	0	143	143	133
Wed Apr 10 00:22:02 2024	1712708522	0	143	143	133
Wed Apr 10 00:22:00 2024	1712708520	0	143	143	133
Wed Apr 10 00:22:00 2024	1712708520	0	143	143	131
Wed Apr 10 00:21:48 2024	1712708508	0	143	143	132
Wed Apr 10 00:21:51 2024	1712708511	0	143	143	131
Wed Apr 10 00:21:52 2024	1712708512	0	143	143	131
Wed Apr 10 00:21:50 2024	1712708510	0	143	144	132
Wed Apr 10 00:21:55 2024	1712708515	0	143	144	131
Wed Apr 10 00:21:50 2024	1712708510	0	144	144	131
Wed Apr 10 00:22:00 2024	1712708520	0	144	144	132
Wed Apr 10 00:21:50 2024	1712708510	0	143	144	133
Wed Apr 10 00:21:53 2024	1712708513	0	144	144	132
Wed Apr 10 00:21:54 2024	1712708514	0	144	144	133
Wed Apr 10 00:21:50 2024	1712708510	0	144	144	133
Wed Apr 10 00:21:57 2024	1712708517	0	144	144	133
Wed Apr 10 00:21:52 2024	1712708512	0	144	144	133
Wed Apr 10 00:21:50 2024	1712708510	0	144	144	133
Wed Apr 10 00:21:55 2024	1712708515	0	144	144	131
Wed Apr 10 00:21:50 2024	1712708510	0	144	144	131
Wed Apr 10 00:21:55 2024	1712708515	0	144	144	132
Wed Apr 10 00:22:00 2024	1712708520	0	144	144	132
Wed Apr 10 00:21:55 2024	1712708515	0	144	144	132
Wed Apr 10 00:21:48 2024	1712708508	0	144	144	132
Wed Apr 10 00:21:56 2024	1712708516	0	144	144	133
Wed Apr 10 00:21:50 2024	1712708510	0	144	144	132
Wed Apr 10 00:21:51 2024	1712708511	0	144	144	130
Wed Apr 10 00:21:52 2024	1712708512	0	144	144	132
Wed Apr 10 00:21:48 2024	1712708508	0	144	144	132
Wed Apr 10 00:21:55 2024	1712708515	0	144	144	132
Wed Apr 10 00:21:51 2024	1712708511	0	144	144	133
Wed Apr 10 00:21:50 2024	1712708510	0	144	144	133
Wed Apr 10 00:21:50 2024	1712708510	0	144	144	131
Wed Apr 10 00:21:57 2024	1712708517	0	144	144	133
Wed Apr 10 00:21:55 2024	1712708515	0	144	144	132
Wed Apr 10 00:21:50 2024	1712708510	0	144	144	131
Wed Apr 10 00:21:53 2024	1712708513	0	144	144	132
Wed Apr 10 00:21:52 2024	1712708512	0	144	144	132
Wed Apr 10 00:21:59 2024	1712708519	0	144	144	132
Wed Apr 10 00:22:02 2024	1712708522	0	144	144	133
Wed Apr 10 00:22:01 2024	1712708521	0	144	144	133
Wed Apr 10 00:21:59 2024	1712708519	0	144	144	132
Wed Apr 10 00:22:00 2024	1712708520	0	144	144	133
Wed Apr 10 00:21:51 2024	1712708511	0	144	144	132
Wed Apr 10 00:22:00 2024	1712708520	0	144	144	132
Wed Apr 10 00:21:50 2024	1712708510	0	144	144	133
Wed Apr 10 00:21:50 2024	1712708510	0	144	144	133
Wed Apr 10 00:22:01 2024	1712708521	0	144	144	133
Wed Apr 10 00:21:50 2024	1712708510	0	144	144	132
