starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 10 00:22:05 2024	1712708525	14	146	159	133
Wed Apr 10 00:22:05 2024	1712708525	14	147	161	134
Wed Apr 10 00:22:05 2024	1712708525	14	150	164	136
Wed Apr 10 00:22:05 2024	1712708525	14	152	166	139
Wed Apr 10 00:22:05 2024	1712708525	14	152	166	138
Wed Apr 10 00:22:05 2024	1712708525	14	156	169	143
Wed Apr 10 00:22:05 2024	1712708525	14	156	169	143
Wed Apr 10 00:22:05 2024	1712708525	14	159	172	145
Wed Apr 10 00:22:05 2024	1712708525	14	160	173	148
Wed Apr 10 00:22:05 2024	1712708525	14	160	174	149
Wed Apr 10 00:22:05 2024	1712708525	14	161	174	149
Wed Apr 10 00:22:05 2024	1712708525	14	161	175	150
Wed Apr 10 00:22:05 2024	1712708525	14	166	179	152
Wed Apr 10 00:22:05 2024	1712708525	14	166	180	152
Wed Apr 10 00:22:05 2024	1712708525	14	167	181	155
Wed Apr 10 00:22:05 2024	1712708525	13	169	182	158
Wed Apr 10 00:22:05 2024	1712708525	14	169	183	157
Wed Apr 10 00:22:05 2024	1712708525	12	172	184	161
Wed Apr 10 00:22:05 2024	1712708525	14	171	185	159
Wed Apr 10 00:22:05 2024	1712708525	12	173	185	160
Wed Apr 10 00:22:05 2024	1712708525	14	175	189	163
Wed Apr 10 00:22:05 2024	1712708525	14	175	189	164
Wed Apr 10 00:22:05 2024	1712708525	14	175	189	164
Wed Apr 10 00:22:05 2024	1712708525	11	180	191	166
Wed Apr 10 00:22:05 2024	1712708525	14	179	193	167
Wed Apr 10 00:22:05 2024	1712708525	14	181	195	169
Wed Apr 10 00:22:05 2024	1712708525	14	182	195	169
Wed Apr 10 00:22:15 2024	1712708535	0	195	195	185
Wed Apr 10 00:22:05 2024	1712708525	12	184	196	172
Wed Apr 10 00:22:15 2024	1712708535	0	196	196	185
Wed Apr 10 00:22:15 2024	1712708535	0	197	197	185
Wed Apr 10 00:22:15 2024	1712708535	0	197	197	186
Wed Apr 10 00:22:11 2024	1712708531	0	197	197	186
Wed Apr 10 00:22:15 2024	1712708535	0	198	198	186
Wed Apr 10 00:22:15 2024	1712708535	0	198	198	187
Wed Apr 10 00:22:15 2024	1712708535	0	198	198	187
Wed Apr 10 00:22:15 2024	1712708535	0	198	198	187
Wed Apr 10 00:22:15 2024	1712708535	0	198	198	185
Wed Apr 10 00:22:15 2024	1712708535	0	198	198	186
Wed Apr 10 00:22:11 2024	1712708531	0	198	198	186
Wed Apr 10 00:22:15 2024	1712708535	0	198	198	187
Wed Apr 10 00:22:15 2024	1712708535	0	198	198	187
Wed Apr 10 00:22:15 2024	1712708535	0	198	198	186
Wed Apr 10 00:22:11 2024	1712708531	0	198	198	185
Wed Apr 10 00:22:11 2024	1712708531	0	198	198	186
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	186
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	188
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	187
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	186
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	186
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	188
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	188
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	187
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	188
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	185
Wed Apr 10 00:22:11 2024	1712708531	0	199	199	188
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	188
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	187
Wed Apr 10 00:22:11 2024	1712708531	0	199	199	189
Wed Apr 10 00:22:11 2024	1712708531	0	199	199	188
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	187
Wed Apr 10 00:22:15 2024	1712708535	0	199	199	188
Wed Apr 10 00:22:11 2024	1712708531	0	199	200	187
Wed Apr 10 00:22:15 2024	1712708535	0	200	200	186
Wed Apr 10 00:22:11 2024	1712708531	0	200	200	186
Wed Apr 10 00:22:10 2024	1712708530	0	200	200	188
Wed Apr 10 00:22:11 2024	1712708531	0	200	200	188
Wed Apr 10 00:22:10 2024	1712708530	0	200	200	189
Wed Apr 10 00:22:15 2024	1712708535	0	200	200	189
Wed Apr 10 00:22:15 2024	1712708535	0	200	200	188
Wed Apr 10 00:22:11 2024	1712708531	0	200	200	188
Wed Apr 10 00:22:10 2024	1712708530	0	200	200	189
Wed Apr 10 00:22:10 2024	1712708530	0	200	200	188
Wed Apr 10 00:22:10 2024	1712708530	0	200	200	188
Wed Apr 10 00:22:15 2024	1712708535	0	200	200	189
Wed Apr 10 00:22:15 2024	1712708535	0	200	200	188
Wed Apr 10 00:22:10 2024	1712708530	0	200	200	190
Wed Apr 10 00:22:15 2024	1712708535	0	200	200	188
Wed Apr 10 00:22:11 2024	1712708531	0	200	201	188
Wed Apr 10 00:22:15 2024	1712708535	0	200	201	188
Wed Apr 10 00:22:11 2024	1712708531	0	201	201	190
Wed Apr 10 00:22:09 2024	1712708529	0	201	201	189
Wed Apr 10 00:22:10 2024	1712708530	0	201	201	189
Wed Apr 10 00:22:15 2024	1712708535	0	201	201	188
Wed Apr 10 00:22:15 2024	1712708535	0	201	201	186
Wed Apr 10 00:22:17 2024	1712708537	0	201	201	190
Wed Apr 10 00:22:10 2024	1712708530	0	201	201	190
Wed Apr 10 00:22:05 2024	1712708525	12	189	201	175
Wed Apr 10 00:22:10 2024	1712708530	0	201	201	189
Wed Apr 10 00:22:10 2024	1712708530	0	201	201	189
Wed Apr 10 00:22:09 2024	1712708529	0	201	201	190
Wed Apr 10 00:22:10 2024	1712708530	0	201	201	191
Wed Apr 10 00:22:09 2024	1712708529	0	201	201	190
Wed Apr 10 00:22:16 2024	1712708536	0	201	201	190
Wed Apr 10 00:22:11 2024	1712708531	0	201	201	189
Wed Apr 10 00:22:15 2024	1712708535	0	201	201	190
Wed Apr 10 00:22:15 2024	1712708535	0	201	201	188
Wed Apr 10 00:22:15 2024	1712708535	0	201	201	191
Wed Apr 10 00:22:15 2024	1712708535	0	201	201	188
Wed Apr 10 00:22:09 2024	1712708529	0	201	201	190
Wed Apr 10 00:22:09 2024	1712708529	0	201	201	190
Wed Apr 10 00:22:15 2024	1712708535	0	201	201	189
Wed Apr 10 00:22:10 2024	1712708530	0	201	201	191
Wed Apr 10 00:22:15 2024	1712708535	0	201	201	187
Wed Apr 10 00:22:09 2024	1712708529	0	201	201	189
Wed Apr 10 00:22:15 2024	1712708535	0	201	201	191
Wed Apr 10 00:22:11 2024	1712708531	0	201	201	190
Wed Apr 10 00:22:09 2024	1712708529	0	201	201	189
Wed Apr 10 00:22:11 2024	1712708531	0	201	201	189
Wed Apr 10 00:22:15 2024	1712708535	0	201	201	190
Wed Apr 10 00:22:09 2024	1712708529	0	201	201	190
Wed Apr 10 00:22:09 2024	1712708529	0	201	201	191
Wed Apr 10 00:22:15 2024	1712708535	0	201	201	190
Wed Apr 10 00:22:09 2024	1712708529	0	201	201	189
Wed Apr 10 00:22:11 2024	1712708531	0	201	201	190
Wed Apr 10 00:22:09 2024	1712708529	0	201	202	189
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	189
Wed Apr 10 00:22:08 2024	1712708528	0	202	202	190
Wed Apr 10 00:22:09 2024	1712708529	0	202	202	189
Wed Apr 10 00:22:09 2024	1712708529	0	202	202	190
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	187
Wed Apr 10 00:22:11 2024	1712708531	0	202	202	191
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	191
Wed Apr 10 00:22:11 2024	1712708531	0	202	202	188
Wed Apr 10 00:22:08 2024	1712708528	0	202	202	190
Wed Apr 10 00:22:07 2024	1712708527	0	202	202	191
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	188
Wed Apr 10 00:22:09 2024	1712708529	0	202	202	190
Wed Apr 10 00:22:07 2024	1712708527	0	202	202	190
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	191
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	191
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	188
Wed Apr 10 00:22:14 2024	1712708534	0	202	202	191
Wed Apr 10 00:22:09 2024	1712708529	0	202	202	191
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	191
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	191
Wed Apr 10 00:22:09 2024	1712708529	0	202	202	189
Wed Apr 10 00:22:08 2024	1712708528	0	202	202	191
Wed Apr 10 00:22:09 2024	1712708529	0	202	202	190
Wed Apr 10 00:22:14 2024	1712708534	0	202	202	190
Wed Apr 10 00:22:09 2024	1712708529	0	202	202	190
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	191
Wed Apr 10 00:22:09 2024	1712708529	0	202	202	190
Wed Apr 10 00:22:11 2024	1712708531	0	202	202	189
Wed Apr 10 00:22:08 2024	1712708528	0	202	202	191
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	188
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	192
Wed Apr 10 00:22:11 2024	1712708531	0	202	202	188
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	188
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	191
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	191
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	190
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	191
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	191
Wed Apr 10 00:22:14 2024	1712708534	0	202	202	189
Wed Apr 10 00:22:11 2024	1712708531	0	202	202	190
Wed Apr 10 00:22:07 2024	1712708527	0	202	202	190
Wed Apr 10 00:22:14 2024	1712708534	0	202	202	191
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	190
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	191
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	190
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	192
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	191
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	189
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	186
Wed Apr 10 00:22:09 2024	1712708529	0	202	202	190
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	191
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	190
Wed Apr 10 00:22:09 2024	1712708529	0	202	202	191
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	189
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	192
Wed Apr 10 00:22:09 2024	1712708529	0	202	202	189
Wed Apr 10 00:22:16 2024	1712708536	0	202	202	191
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	190
Wed Apr 10 00:22:08 2024	1712708528	0	202	202	190
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	192
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	190
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	192
Wed Apr 10 00:22:09 2024	1712708529	0	202	202	190
Wed Apr 10 00:22:17 2024	1712708537	0	202	202	192
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	191
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	191
Wed Apr 10 00:22:11 2024	1712708531	0	202	202	190
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	190
Wed Apr 10 00:22:11 2024	1712708531	0	202	202	189
Wed Apr 10 00:22:10 2024	1712708530	0	202	202	190
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	190
Wed Apr 10 00:22:15 2024	1712708535	0	202	202	191
Wed Apr 10 00:22:16 2024	1712708536	0	202	202	190
Wed Apr 10 00:22:17 2024	1712708537	0	202	203	191
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	192
Wed Apr 10 00:22:07 2024	1712708527	0	202	203	192
Wed Apr 10 00:22:16 2024	1712708536	0	203	203	192
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	191
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	191
Wed Apr 10 00:22:08 2024	1712708528	0	203	203	191
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	191
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	192
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	190
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	192
Wed Apr 10 00:22:14 2024	1712708534	0	203	203	190
Wed Apr 10 00:22:14 2024	1712708534	0	203	203	192
Wed Apr 10 00:22:07 2024	1712708527	0	203	203	192
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	190
Wed Apr 10 00:22:14 2024	1712708534	0	203	203	192
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	192
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	189
Wed Apr 10 00:22:05 2024	1712708525	14	189	203	177
Wed Apr 10 00:22:11 2024	1712708531	0	203	203	192
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	192
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	191
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	192
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	192
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	192
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	192
Wed Apr 10 00:22:14 2024	1712708534	0	203	203	192
Wed Apr 10 00:22:08 2024	1712708528	0	203	203	192
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	192
Wed Apr 10 00:22:11 2024	1712708531	0	203	203	190
Wed Apr 10 00:22:08 2024	1712708528	0	203	203	192
Wed Apr 10 00:22:11 2024	1712708531	0	203	203	191
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	191
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	192
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	190
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	192
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	192
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	190
Wed Apr 10 00:22:16 2024	1712708536	0	203	203	192
Wed Apr 10 00:22:16 2024	1712708536	0	203	203	190
Wed Apr 10 00:22:11 2024	1712708531	0	203	203	192
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	191
Wed Apr 10 00:22:05 2024	1712708525	14	190	203	178
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	193
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	192
Wed Apr 10 00:22:17 2024	1712708537	0	203	203	193
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	192
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	190
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	193
Wed Apr 10 00:22:11 2024	1712708531	0	203	203	192
Wed Apr 10 00:22:14 2024	1712708534	0	203	203	191
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	192
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	191
Wed Apr 10 00:22:08 2024	1712708528	0	203	203	193
Wed Apr 10 00:22:11 2024	1712708531	0	203	203	188
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	190
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	192
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	191
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	191
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	190
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	191
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	191
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	192
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	192
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	190
Wed Apr 10 00:22:11 2024	1712708531	0	203	203	190
Wed Apr 10 00:22:14 2024	1712708534	0	203	203	191
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	190
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	193
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	193
Wed Apr 10 00:22:16 2024	1712708536	0	203	203	192
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	192
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	190
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	192
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	193
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	193
Wed Apr 10 00:22:15 2024	1712708535	0	203	203	192
Wed Apr 10 00:22:10 2024	1712708530	0	203	203	191
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	193
Wed Apr 10 00:22:09 2024	1712708529	0	203	203	190
Wed Apr 10 00:22:07 2024	1712708527	0	203	204	193
Wed Apr 10 00:22:11 2024	1712708531	0	203	204	193
Wed Apr 10 00:22:16 2024	1712708536	0	203	204	193
Wed Apr 10 00:22:08 2024	1712708528	0	204	204	192
Wed Apr 10 00:22:07 2024	1712708527	0	204	204	193
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	190
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	191
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	203	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:11 2024	1712708531	0	204	204	190
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	192
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	193
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	193
Wed Apr 10 00:22:05 2024	1712708525	12	192	204	178
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	193
Wed Apr 10 00:22:11 2024	1712708531	0	204	204	192
Wed Apr 10 00:22:11 2024	1712708531	0	204	204	189
Wed Apr 10 00:22:05 2024	1712708525	11	193	204	182
Wed Apr 10 00:22:16 2024	1712708536	0	204	204	193
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	190
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	191
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	190
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	193
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	190
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	189
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	191
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	193
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	191
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	192
Wed Apr 10 00:22:16 2024	1712708536	0	204	204	191
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	193
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	190
Wed Apr 10 00:22:11 2024	1712708531	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	190
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	191
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:16 2024	1712708536	0	204	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	190
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	191
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	191
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	191
Wed Apr 10 00:22:05 2024	1712708525	11	192	204	180
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	193
Wed Apr 10 00:22:11 2024	1712708531	0	204	204	189
Wed Apr 10 00:22:08 2024	1712708528	0	204	204	192
Wed Apr 10 00:22:17 2024	1712708537	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	193
Wed Apr 10 00:22:08 2024	1712708528	0	204	204	192
Wed Apr 10 00:22:07 2024	1712708527	0	204	204	191
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	194
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	193
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	191
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	192
Wed Apr 10 00:22:16 2024	1712708536	0	204	204	191
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	191
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	191
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	191
Wed Apr 10 00:22:14 2024	1712708534	0	204	204	193
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	192
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	192
Wed Apr 10 00:22:17 2024	1712708537	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	192
Wed Apr 10 00:22:14 2024	1712708534	0	204	204	192
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	192
Wed Apr 10 00:22:07 2024	1712708527	0	204	204	192
Wed Apr 10 00:22:08 2024	1712708528	0	204	204	193
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	193
Wed Apr 10 00:22:11 2024	1712708531	0	204	204	193
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	193
Wed Apr 10 00:22:08 2024	1712708528	0	204	204	193
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	190
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	194
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	192
Wed Apr 10 00:22:17 2024	1712708537	0	204	204	193
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	190
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	193
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:16 2024	1712708536	0	204	204	193
Wed Apr 10 00:22:11 2024	1712708531	0	204	204	190
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	192
Wed Apr 10 00:22:17 2024	1712708537	0	204	204	192
Wed Apr 10 00:22:14 2024	1712708534	0	204	204	192
Wed Apr 10 00:22:08 2024	1712708528	0	204	204	193
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	193
Wed Apr 10 00:22:07 2024	1712708527	0	204	204	194
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	191
Wed Apr 10 00:22:14 2024	1712708534	0	204	204	191
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:16 2024	1712708536	0	204	204	192
Wed Apr 10 00:22:16 2024	1712708536	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	193
Wed Apr 10 00:22:18 2024	1712708538	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	193
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	193
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	190
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	192
Wed Apr 10 00:22:11 2024	1712708531	0	204	204	193
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	193
Wed Apr 10 00:22:07 2024	1712708527	0	204	204	194
Wed Apr 10 00:22:14 2024	1712708534	0	204	204	193
Wed Apr 10 00:22:16 2024	1712708536	0	204	204	191
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	194
Wed Apr 10 00:22:17 2024	1712708537	0	204	204	193
Wed Apr 10 00:22:07 2024	1712708527	0	204	204	194
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	192
Wed Apr 10 00:22:17 2024	1712708537	0	204	204	192
Wed Apr 10 00:22:15 2024	1712708535	0	204	204	192
Wed Apr 10 00:22:16 2024	1712708536	0	204	204	191
Wed Apr 10 00:22:07 2024	1712708527	0	204	204	193
Wed Apr 10 00:22:08 2024	1712708528	0	204	204	192
Wed Apr 10 00:22:10 2024	1712708530	0	204	204	194
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	193
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	194
Wed Apr 10 00:22:09 2024	1712708529	0	204	204	192
Wed Apr 10 00:22:14 2024	1712708534	0	204	204	194
Wed Apr 10 00:22:07 2024	1712708527	0	204	204	193
Wed Apr 10 00:22:07 2024	1712708527	0	204	204	194
