starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 10 00:04:06 2024	1712707446	0	187	187	174
Wed Apr 10 00:04:06 2024	1712707446	0	188	188	176
Wed Apr 10 00:04:06 2024	1712707446	0	188	188	174
Wed Apr 10 00:04:06 2024	1712707446	0	188	188	177
Wed Apr 10 00:04:06 2024	1712707446	0	188	188	176
Wed Apr 10 00:04:06 2024	1712707446	0	188	188	177
Wed Apr 10 00:04:06 2024	1712707446	0	188	188	177
Wed Apr 10 00:04:06 2024	1712707446	0	188	188	177
Wed Apr 10 00:04:06 2024	1712707446	0	189	189	177
Wed Apr 10 00:04:06 2024	1712707446	0	189	189	176
Wed Apr 10 00:04:06 2024	1712707446	0	189	189	179
Wed Apr 10 00:04:06 2024	1712707446	0	189	189	178
Wed Apr 10 00:04:06 2024	1712707446	0	189	189	177
Wed Apr 10 00:04:06 2024	1712707446	0	189	189	178
Wed Apr 10 00:04:06 2024	1712707446	0	189	189	175
Wed Apr 10 00:04:06 2024	1712707446	0	190	190	177
Wed Apr 10 00:04:06 2024	1712707446	1	189	190	176
Wed Apr 10 00:04:09 2024	1712707449	0	190	190	179
Wed Apr 10 00:04:06 2024	1712707446	0	190	190	179
Wed Apr 10 00:04:09 2024	1712707449	0	190	190	179
Wed Apr 10 00:04:06 2024	1712707446	0	190	190	177
Wed Apr 10 00:04:08 2024	1712707448	0	191	191	179
Wed Apr 10 00:04:06 2024	1712707446	0	191	191	179
Wed Apr 10 00:04:06 2024	1712707446	0	191	191	179
Wed Apr 10 00:04:06 2024	1712707446	0	191	191	179
Wed Apr 10 00:04:20 2024	1712707460	0	191	191	180
Wed Apr 10 00:04:09 2024	1712707449	0	191	191	179
Wed Apr 10 00:04:09 2024	1712707449	0	191	191	181
Wed Apr 10 00:04:06 2024	1712707446	1	191	192	179
Wed Apr 10 00:04:06 2024	1712707446	0	192	192	180
Wed Apr 10 00:04:08 2024	1712707448	0	192	192	181
Wed Apr 10 00:04:06 2024	1712707446	1	191	192	178
Wed Apr 10 00:04:08 2024	1712707448	0	192	192	182
Wed Apr 10 00:04:09 2024	1712707449	0	192	192	181
Wed Apr 10 00:04:06 2024	1712707446	0	192	192	179
Wed Apr 10 00:04:09 2024	1712707449	0	192	192	182
Wed Apr 10 00:04:08 2024	1712707448	0	192	192	182
Wed Apr 10 00:04:06 2024	1712707446	0	192	192	179
Wed Apr 10 00:04:08 2024	1712707448	0	192	192	179
Wed Apr 10 00:04:09 2024	1712707449	0	192	192	182
Wed Apr 10 00:04:09 2024	1712707449	0	192	192	181
Wed Apr 10 00:04:09 2024	1712707449	0	192	192	181
Wed Apr 10 00:04:09 2024	1712707449	0	192	192	182
Wed Apr 10 00:04:06 2024	1712707446	0	192	192	180
Wed Apr 10 00:04:09 2024	1712707449	0	192	192	181
Wed Apr 10 00:04:08 2024	1712707448	0	192	192	182
Wed Apr 10 00:04:09 2024	1712707449	0	193	193	180
Wed Apr 10 00:04:09 2024	1712707449	0	193	193	182
Wed Apr 10 00:04:06 2024	1712707446	0	193	193	180
Wed Apr 10 00:04:06 2024	1712707446	0	193	193	179
Wed Apr 10 00:04:08 2024	1712707448	0	193	193	182
Wed Apr 10 00:04:09 2024	1712707449	0	193	193	182
Wed Apr 10 00:04:09 2024	1712707449	0	193	193	182
Wed Apr 10 00:04:09 2024	1712707449	0	193	193	181
Wed Apr 10 00:04:06 2024	1712707446	0	193	193	181
Wed Apr 10 00:04:09 2024	1712707449	0	193	193	182
Wed Apr 10 00:04:09 2024	1712707449	0	193	193	181
Wed Apr 10 00:04:09 2024	1712707449	0	193	193	182
Wed Apr 10 00:04:08 2024	1712707448	0	193	193	182
Wed Apr 10 00:04:06 2024	1712707446	0	193	193	180
Wed Apr 10 00:04:08 2024	1712707448	0	193	193	183
Wed Apr 10 00:04:06 2024	1712707446	0	193	193	182
Wed Apr 10 00:04:08 2024	1712707448	0	193	193	182
Wed Apr 10 00:04:08 2024	1712707448	0	193	193	182
Wed Apr 10 00:04:08 2024	1712707448	0	193	193	181
Wed Apr 10 00:04:09 2024	1712707449	0	193	193	182
Wed Apr 10 00:04:08 2024	1712707448	0	193	193	182
Wed Apr 10 00:04:09 2024	1712707449	0	193	193	183
Wed Apr 10 00:04:09 2024	1712707449	0	193	193	180
Wed Apr 10 00:04:09 2024	1712707449	0	193	193	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	182
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	181
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	183
Wed Apr 10 00:04:11 2024	1712707451	0	194	194	183
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	183
Wed Apr 10 00:04:18 2024	1712707458	0	194	194	182
Wed Apr 10 00:04:20 2024	1712707460	0	194	194	182
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	183
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	182
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	181
Wed Apr 10 00:04:06 2024	1712707446	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	183
Wed Apr 10 00:04:20 2024	1712707460	0	194	194	182
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	181
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	182
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	182
Wed Apr 10 00:04:06 2024	1712707446	1	193	194	182
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	182
Wed Apr 10 00:04:06 2024	1712707446	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	183
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	180
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	183
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	183
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	184
Wed Apr 10 00:04:06 2024	1712707446	1	193	194	181
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	182
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	183
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	181
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	182
Wed Apr 10 00:04:07 2024	1712707447	0	194	194	183
Wed Apr 10 00:04:06 2024	1712707446	0	194	194	181
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	182
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	184
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	182
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	183
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	184
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	183
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	184
Wed Apr 10 00:04:06 2024	1712707446	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	182
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	182
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	183
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	184
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	184
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	183
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	182
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	183
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	182
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	182
Wed Apr 10 00:04:08 2024	1712707448	0	194	194	182
Wed Apr 10 00:04:09 2024	1712707449	0	194	194	183
Wed Apr 10 00:04:06 2024	1712707446	0	194	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	184
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	182
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	182
Wed Apr 10 00:04:10 2024	1712707450	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	182
Wed Apr 10 00:04:10 2024	1712707450	0	195	195	183
Wed Apr 10 00:04:11 2024	1712707451	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	184
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:06 2024	1712707446	0	195	195	184
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	182
Wed Apr 10 00:04:06 2024	1712707446	0	195	195	182
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	180
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:06 2024	1712707446	0	195	195	180
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:06 2024	1712707446	0	195	195	183
Wed Apr 10 00:04:18 2024	1712707458	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	181
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	184
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:06 2024	1712707446	0	195	195	183
Wed Apr 10 00:04:11 2024	1712707451	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:10 2024	1712707450	0	195	195	185
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	182
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	182
Wed Apr 10 00:04:18 2024	1712707458	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:06 2024	1712707446	0	195	195	181
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:18 2024	1712707458	0	195	195	184
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:07 2024	1712707447	0	195	195	185
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	185
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	185
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	184
Wed Apr 10 00:04:18 2024	1712707458	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	180
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	185
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	185
Wed Apr 10 00:04:10 2024	1712707450	0	195	195	184
Wed Apr 10 00:04:19 2024	1712707459	0	195	195	185
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	185
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:10 2024	1712707450	0	195	195	184
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	182
Wed Apr 10 00:04:06 2024	1712707446	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	184
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	181
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	182
Wed Apr 10 00:04:18 2024	1712707458	0	195	195	185
Wed Apr 10 00:04:06 2024	1712707446	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	180
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	185
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:10 2024	1712707450	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	185
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:20 2024	1712707460	0	195	195	185
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	182
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	185
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	185
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	182
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:11 2024	1712707451	0	195	195	184
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	182
Wed Apr 10 00:04:11 2024	1712707451	0	195	195	185
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	185
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:10 2024	1712707450	0	195	195	185
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	185
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	181
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	181
Wed Apr 10 00:04:22 2024	1712707462	0	195	195	185
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	185
Wed Apr 10 00:04:08 2024	1712707448	0	195	195	184
Wed Apr 10 00:04:09 2024	1712707449	0	195	195	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	196	184
Wed Apr 10 00:04:08 2024	1712707448	0	195	196	183
Wed Apr 10 00:04:08 2024	1712707448	0	195	196	183
Wed Apr 10 00:04:10 2024	1712707450	0	195	196	185
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	185
Wed Apr 10 00:04:10 2024	1712707450	0	196	196	185
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	185
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	185
Wed Apr 10 00:04:06 2024	1712707446	0	196	196	184
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	185
Wed Apr 10 00:04:10 2024	1712707450	0	196	196	185
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	183
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	184
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	185
Wed Apr 10 00:04:11 2024	1712707451	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	184
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	185
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	185
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	184
Wed Apr 10 00:04:18 2024	1712707458	0	196	196	183
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	185
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	183
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	184
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	184
Wed Apr 10 00:04:20 2024	1712707460	0	196	196	185
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	184
Wed Apr 10 00:04:10 2024	1712707450	0	196	196	185
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	182
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	184
Wed Apr 10 00:04:11 2024	1712707451	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	183
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	185
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	184
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	184
Wed Apr 10 00:04:07 2024	1712707447	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	185
Wed Apr 10 00:04:22 2024	1712707462	0	196	196	185
Wed Apr 10 00:04:22 2024	1712707462	0	196	196	185
Wed Apr 10 00:04:22 2024	1712707462	0	196	196	185
Wed Apr 10 00:04:06 2024	1712707446	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	185
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	185
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	185
Wed Apr 10 00:04:17 2024	1712707457	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	183
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	184
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	185
Wed Apr 10 00:04:11 2024	1712707451	0	196	196	184
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	185
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	184
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	184
Wed Apr 10 00:04:18 2024	1712707458	0	196	196	184
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	184
Wed Apr 10 00:04:10 2024	1712707450	0	196	196	184
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	184
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	185
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	184
Wed Apr 10 00:04:09 2024	1712707449	0	196	196	183
Wed Apr 10 00:04:08 2024	1712707448	0	196	196	183
Wed Apr 10 00:04:06 2024	1712707446	0	196	196	184
Wed Apr 10 00:04:07 2024	1712707447	0	196	196	185
